row_level,col_level,row,col,article_count
marker_artifact,tool,Ocular / blink / EOG,Brainstorm,4
marker_artifact,tool,Ocular / blink / EOG,CleanLine,4
marker_artifact,tool,Ocular / blink / EOG,EDF,10
marker_artifact,tool,Ocular / blink / EOG,EEGLAB,121
marker_artifact,tool,Ocular / blink / EOG,FASTER,36
marker_artifact,tool,Ocular / blink / EOG,FieldTrip,12
marker_artifact,tool,Ocular / blink / EOG,ICLabel,31
marker_artifact,tool,Ocular / blink / EOG,Keras,1
marker_artifact,tool,Ocular / blink / EOG,LSL,5
marker_artifact,tool,Ocular / blink / EOG,MARA,7
marker_artifact,tool,Ocular / blink / EOG,MATLAB,73
marker_artifact,tool,Ocular / blink / EOG,MNE-Python,10
marker_artifact,tool,Ocular / blink / EOG,PREP pipeline,9
marker_artifact,tool,Ocular / blink / EOG,PyTorch,1
marker_artifact,tool,Ocular / blink / EOG,Python,28
marker_artifact,tool,Ocular / blink / EOG,R,3
marker_artifact,tool,Ocular / blink / EOG,SASICA,8
marker_artifact,tool,Ocular / blink / EOG,XGBoost,5
marker_artifact,tool,Ocular / blink / EOG,Zapline,3
marker_artifact,tool,Ocular / blink / EOG,clean_rawdata,9
marker_artifact,tool,Ocular / blink / EOG,scikit-learn,5
marker_artifact,tool,Rejected epoch / segment,ADJUST,3
marker_artifact,tool,Rejected epoch / segment,Autoreject,8
marker_artifact,tool,Rejected epoch / segment,Brainstorm,2
marker_artifact,tool,Rejected epoch / segment,EEGLAB,9
marker_artifact,tool,Rejected epoch / segment,FASTER,1
marker_artifact,tool,Rejected epoch / segment,FieldTrip,2
marker_artifact,tool,Rejected epoch / segment,ICLabel,3
marker_artifact,tool,Rejected epoch / segment,LSL,1
marker_artifact,tool,Rejected epoch / segment,MARA,1
marker_artifact,tool,Rejected epoch / segment,MATLAB,7
marker_artifact,tool,Rejected epoch / segment,MNE-Python,2
marker_artifact,tool,Rejected epoch / segment,PREP pipeline,1
marker_artifact,tool,Rejected epoch / segment,Python,3
marker_artifact,tool,Rejected epoch / segment,SASICA,1
marker_artifact,tool,Rejected epoch / segment,clean_rawdata,1
marker_artifact,tool,TMS artifact,ADJUST,1
marker_artifact,tool,TMS artifact,Brainstorm,1
marker_artifact,tool,TMS artifact,EEGLAB,2
marker_artifact,tool,TMS artifact,FASTER,2
marker_artifact,tool,TMS artifact,ICLabel,1
marker_artifact,tool,TMS artifact,MATLAB,3
marker_artifact,tool,TMS artifact,Python,1
marker_artifact,tool,fMRI gradient artifact,ADJUST,1
marker_artifact,tool,fMRI gradient artifact,BrainVision,3
marker_artifact,tool,fMRI gradient artifact,EEGLAB,14
marker_artifact,tool,fMRI gradient artifact,FASTER,1
marker_artifact,tool,fMRI gradient artifact,FieldTrip,1
marker_artifact,tool,fMRI gradient artifact,MATLAB,11
marker_artifact,tool,fMRI gradient artifact,Python,1
marker_artifact,tool,fMRI gradient artifact,clean_rawdata,1
method,feature,ASR,PSD,12
method,feature,ASR,RMS,6
method,feature,ASR,alpha,4
method,feature,ASR,amplitude,33
method,feature,ASR,band power,6
method,feature,ASR,beta,2
method,feature,ASR,coherence,5
method,feature,ASR,correlation,18
method,feature,ASR,covariance,5
method,feature,ASR,delta,1
method,feature,ASR,duration,10
method,feature,ASR,entropy,4
method,feature,ASR,fractal dimension,1
method,feature,ASR,gamma,3
method,feature,ASR,latency,5
method,feature,ASR,peak-to-peak,1
method,feature,ASR,spatial pattern,3
method,feature,ASR,topography,2
method,feature,ASR,variance,21
method,feature,CCA,ApEn,1
method,feature,CCA,PSD,13
method,feature,CCA,RMS,6
method,feature,CCA,SampEn,2
method,feature,CCA,alpha,3
method,feature,CCA,amplitude,17
method,feature,CCA,band power,9
method,feature,CCA,beta,1
method,feature,CCA,coherence,5
method,feature,CCA,correlation,103
method,feature,CCA,covariance,11
method,feature,CCA,duration,9
method,feature,CCA,entropy,5
method,feature,CCA,fractal dimension,1
method,feature,CCA,gamma,1
method,feature,CCA,latency,2
method,feature,CCA,spatial pattern,7
method,feature,CCA,theta,1
method,feature,CCA,topography,5
method,feature,CCA,variance,6
method,feature,CNN,ApEn,11
method,feature,CNN,PSD,49
method,feature,CNN,RMS,12
method,feature,CNN,SampEn,10
method,feature,CNN,alpha,5
method,feature,CNN,amplitude,28
method,feature,CNN,band power,22
method,feature,CNN,beta,4
method,feature,CNN,coherence,9
method,feature,CNN,correlation,53
method,feature,CNN,covariance,7
method,feature,CNN,delta,1
method,feature,CNN,duration,23
method,feature,CNN,entropy,67
method,feature,CNN,fractal dimension,11
method,feature,CNN,gamma,7
method,feature,CNN,latency,15
method,feature,CNN,peak-to-peak,4
method,feature,CNN,phase-locking/PLV,12
method,feature,CNN,spatial pattern,60
method,feature,CNN,topography,16
method,feature,CNN,variance,28
method,feature,EMD/EEMD,ApEn,8
method,feature,EMD/EEMD,PSD,27
method,feature,EMD/EEMD,RMS,12
method,feature,EMD/EEMD,SampEn,14
method,feature,EMD/EEMD,alpha,2
method,feature,EMD/EEMD,amplitude,17
method,feature,EMD/EEMD,band power,15
method,feature,EMD/EEMD,beta,2
method,feature,EMD/EEMD,coherence,8
method,feature,EMD/EEMD,correlation,57
method,feature,EMD/EEMD,covariance,2
method,feature,EMD/EEMD,delta,3
method,feature,EMD/EEMD,duration,12
method,feature,EMD/EEMD,entropy,36
method,feature,EMD/EEMD,fractal dimension,9
method,feature,EMD/EEMD,gamma,5
method,feature,EMD/EEMD,latency,4
method,feature,EMD/EEMD,peak-to-peak,4
method,feature,EMD/EEMD,phase-locking/PLV,12
method,feature,EMD/EEMD,spatial pattern,18
method,feature,EMD/EEMD,theta,1
method,feature,EMD/EEMD,topography,4
method,feature,EMD/EEMD,variance,13
method,feature,FFT,ApEn,3
method,feature,FFT,PSD,56
method,feature,FFT,RMS,8
method,feature,FFT,SampEn,3
method,feature,FFT,alpha,15
method,feature,FFT,amplitude,31
method,feature,FFT,band power,49
method,feature,FFT,beta,6
method,feature,FFT,coherence,8
method,feature,FFT,correlation,12
method,feature,FFT,covariance,4
method,feature,FFT,delta,3
method,feature,FFT,duration,17
method,feature,FFT,entropy,20
method,feature,FFT,fractal dimension,4
method,feature,FFT,gamma,2
method,feature,FFT,latency,4
method,feature,FFT,peak-to-peak,4
method,feature,FFT,phase-locking/PLV,6
method,feature,FFT,spatial pattern,15
method,feature,FFT,theta,6
method,feature,FFT,topography,6
method,feature,FFT,variance,16
method,feature,FIR,ApEn,1
method,feature,FIR,PSD,16
method,feature,FIR,RMS,2
method,feature,FIR,SampEn,1
method,feature,FIR,alpha,4
method,feature,FIR,amplitude,21
method,feature,FIR,band power,11
method,feature,FIR,beta,2
method,feature,FIR,coherence,2
method,feature,FIR,correlation,15
method,feature,FIR,covariance,6
method,feature,FIR,duration,10
method,feature,FIR,entropy,7
method,feature,FIR,fractal dimension,3
method,feature,FIR,gamma,1
method,feature,FIR,latency,4
method,feature,FIR,peak-to-peak,1
method,feature,FIR,phase-locking/PLV,2
method,feature,FIR,spatial pattern,8
method,feature,FIR,theta,2
method,feature,FIR,topography,2
method,feature,FIR,variance,7
method,feature,ICA,ApEn,7
method,feature,ICA,PSD,79
method,feature,ICA,RMS,23
method,feature,ICA,SampEn,19
method,feature,ICA,alpha,22
method,feature,ICA,amplitude,132
method,feature,ICA,band power,66
method,feature,ICA,beta,18
method,feature,ICA,coherence,22
method,feature,ICA,correlation,125
method,feature,ICA,covariance,21
method,feature,ICA,delta,7
method,feature,ICA,duration,42
method,feature,ICA,entropy,53
method,feature,ICA,fractal dimension,9
method,feature,ICA,gamma,18
method,feature,ICA,latency,26
method,feature,ICA,peak-to-peak,15
method,feature,ICA,phase-locking/PLV,13
method,feature,ICA,spatial pattern,33
method,feature,ICA,theta,13
method,feature,ICA,topography,79
method,feature,ICA,variance,66
method,feature,LDA,ApEn,3
method,feature,LDA,PSD,22
method,feature,LDA,RMS,7
method,feature,LDA,SampEn,4
method,feature,LDA,alpha,3
method,feature,LDA,amplitude,13
method,feature,LDA,band power,24
method,feature,LDA,beta,2
method,feature,LDA,coherence,7
method,feature,LDA,correlation,17
method,feature,LDA,covariance,20
method,feature,LDA,delta,2
method,feature,LDA,duration,2
method,feature,LDA,entropy,17
method,feature,LDA,fractal dimension,10
method,feature,LDA,gamma,4
method,feature,LDA,latency,3
method,feature,LDA,peak-to-peak,3
method,feature,LDA,phase-locking/PLV,7
method,feature,LDA,spatial pattern,26
method,feature,LDA,theta,5
method,feature,LDA,variance,20
method,feature,LSTM,ApEn,4
method,feature,LSTM,PSD,30
method,feature,LSTM,RMS,9
method,feature,LSTM,SampEn,3
method,feature,LSTM,amplitude,9
method,feature,LSTM,band power,9
method,feature,LSTM,beta,1
method,feature,LSTM,coherence,2
method,feature,LSTM,correlation,25
method,feature,LSTM,covariance,4
method,feature,LSTM,delta,1
method,feature,LSTM,duration,12
method,feature,LSTM,entropy,33
method,feature,LSTM,fractal dimension,7
method,feature,LSTM,gamma,2
method,feature,LSTM,latency,7
method,feature,LSTM,peak-to-peak,3
method,feature,LSTM,phase-locking/PLV,10
method,feature,LSTM,spatial pattern,34
method,feature,LSTM,topography,4
method,feature,LSTM,variance,13
method,feature,PCA,ApEn,5
method,feature,PCA,PSD,27
method,feature,PCA,RMS,9
method,feature,PCA,SampEn,2
method,feature,PCA,alpha,6
method,feature,PCA,amplitude,27
method,feature,PCA,band power,15
method,feature,PCA,beta,2
method,feature,PCA,coherence,8
method,feature,PCA,correlation,60
method,feature,PCA,covariance,21
method,feature,PCA,duration,8
method,feature,PCA,entropy,23
method,feature,PCA,fractal dimension,12
method,feature,PCA,gamma,2
method,feature,PCA,latency,5
method,feature,PCA,peak-to-peak,3
method,feature,PCA,phase-locking/PLV,6
method,feature,PCA,spatial pattern,17
method,feature,PCA,topography,15
method,feature,PCA,variance,45
method,feature,RNN,ApEn,3
method,feature,RNN,PSD,16
method,feature,RNN,RMS,4
method,feature,RNN,SampEn,2
method,feature,RNN,alpha,1
method,feature,RNN,amplitude,5
method,feature,RNN,band power,5
method,feature,RNN,beta,2
method,feature,RNN,coherence,3
method,feature,RNN,correlation,16
method,feature,RNN,covariance,3
method,feature,RNN,duration,5
method,feature,RNN,entropy,20
method,feature,RNN,fractal dimension,7
method,feature,RNN,gamma,1
method,feature,RNN,latency,2
method,feature,RNN,peak-to-peak,3
method,feature,RNN,phase-locking/PLV,6
method,feature,RNN,spatial pattern,28
method,feature,RNN,topography,4
method,feature,RNN,variance,11
method,feature,Random Forest,ApEn,4
method,feature,Random Forest,PSD,28
method,feature,Random Forest,RMS,8
method,feature,Random Forest,SampEn,4
method,feature,Random Forest,alpha,3
method,feature,Random Forest,amplitude,8
method,feature,Random Forest,band power,9
method,feature,Random Forest,beta,5
method,feature,Random Forest,coherence,4
method,feature,Random Forest,correlation,16
method,feature,Random Forest,covariance,2
method,feature,Random Forest,duration,2
method,feature,Random Forest,entropy,19
method,feature,Random Forest,fractal dimension,6
method,feature,Random Forest,gamma,1
method,feature,Random Forest,latency,6
method,feature,Random Forest,peak-to-peak,2
method,feature,Random Forest,phase-locking/PLV,5
method,feature,Random Forest,spatial pattern,18
method,feature,Random Forest,theta,4
method,feature,Random Forest,variance,9
method,feature,SOBI/BSS,ApEn,1
method,feature,SOBI/BSS,PSD,20
method,feature,SOBI/BSS,RMS,6
method,feature,SOBI/BSS,SampEn,3
method,feature,SOBI/BSS,alpha,3
method,feature,SOBI/BSS,amplitude,22
method,feature,SOBI/BSS,band power,12
method,feature,SOBI/BSS,beta,1
method,feature,SOBI/BSS,coherence,5
method,feature,SOBI/BSS,correlation,47
method,feature,SOBI/BSS,covariance,7
method,feature,SOBI/BSS,duration,8
method,feature,SOBI/BSS,entropy,17
method,feature,SOBI/BSS,fractal dimension,5
method,feature,SOBI/BSS,latency,2
method,feature,SOBI/BSS,peak-to-peak,1
method,feature,SOBI/BSS,phase-locking/PLV,4
method,feature,SOBI/BSS,spatial pattern,6
method,feature,SOBI/BSS,topography,14
method,feature,SOBI/BSS,variance,13
method,feature,SVM,ApEn,12
method,feature,SVM,PSD,62
method,feature,SVM,RMS,16
method,feature,SVM,SampEn,14
method,feature,SVM,alpha,15
method,feature,SVM,amplitude,28
method,feature,SVM,band power,43
method,feature,SVM,beta,6
method,feature,SVM,coherence,17
method,feature,SVM,correlation,51
method,feature,SVM,covariance,12
method,feature,SVM,delta,5
method,feature,SVM,duration,19
method,feature,SVM,entropy,65
method,feature,SVM,fractal dimension,24
method,feature,SVM,gamma,10
method,feature,SVM,latency,15
method,feature,SVM,peak-to-peak,7
method,feature,SVM,phase-locking/PLV,16
method,feature,SVM,spatial pattern,54
method,feature,SVM,theta,9
method,feature,SVM,topography,6
method,feature,SVM,variance,33
method,feature,Welch,ApEn,3
method,feature,Welch,PSD,109
method,feature,Welch,RMS,4
method,feature,Welch,SampEn,3
method,feature,Welch,alpha,15
method,feature,Welch,amplitude,6
method,feature,Welch,band power,45
method,feature,Welch,beta,3
method,feature,Welch,coherence,6
method,feature,Welch,correlation,11
method,feature,Welch,delta,2
method,feature,Welch,duration,17
method,feature,Welch,entropy,12
method,feature,Welch,fractal dimension,2
method,feature,Welch,gamma,2
method,feature,Welch,latency,1
method,feature,Welch,peak-to-peak,2
method,feature,Welch,phase-locking/PLV,5
method,feature,Welch,spatial pattern,3
method,feature,Welch,theta,4
method,feature,Welch,topography,4
method,feature,Welch,variance,16
method,feature,band-pass,ApEn,1
method,feature,band-pass,PSD,41
method,feature,band-pass,RMS,4
method,feature,band-pass,SampEn,1
method,feature,band-pass,alpha,11
method,feature,band-pass,amplitude,75
method,feature,band-pass,band power,62
method,feature,band-pass,beta,10
method,feature,band-pass,coherence,9
method,feature,band-pass,correlation,35
method,feature,band-pass,covariance,7
method,feature,band-pass,delta,1
method,feature,band-pass,duration,34
method,feature,band-pass,entropy,18
method,feature,band-pass,fractal dimension,4
method,feature,band-pass,gamma,10
method,feature,band-pass,latency,5
method,feature,band-pass,peak-to-peak,7
method,feature,band-pass,phase-locking/PLV,9
method,feature,band-pass,spatial pattern,15
method,feature,band-pass,theta,3
method,feature,band-pass,topography,14
method,feature,band-pass,variance,21
method,feature,classifier,ApEn,10
method,feature,classifier,PSD,54
method,feature,classifier,RMS,12
method,feature,classifier,SampEn,15
method,feature,classifier,alpha,22
method,feature,classifier,amplitude,50
method,feature,classifier,band power,60
method,feature,classifier,beta,14
method,feature,classifier,coherence,20
method,feature,classifier,correlation,62
method,feature,classifier,covariance,18
method,feature,classifier,delta,7
method,feature,classifier,duration,40
method,feature,classifier,entropy,82
method,feature,classifier,fractal dimension,17
method,feature,classifier,gamma,14
method,feature,classifier,latency,23
method,feature,classifier,peak-to-peak,5
method,feature,classifier,phase-locking/PLV,14
method,feature,classifier,spatial pattern,54
method,feature,classifier,theta,22
method,feature,classifier,topography,23
method,feature,classifier,variance,52
method,feature,high-pass,PSD,13
method,feature,high-pass,RMS,8
method,feature,high-pass,alpha,3
method,feature,high-pass,amplitude,41
method,feature,high-pass,band power,17
method,feature,high-pass,coherence,4
method,feature,high-pass,correlation,17
method,feature,high-pass,covariance,1
method,feature,high-pass,delta,4
method,feature,high-pass,duration,14
method,feature,high-pass,entropy,4
method,feature,high-pass,fractal dimension,1
method,feature,high-pass,gamma,4
method,feature,high-pass,latency,5
method,feature,high-pass,peak-to-peak,3
method,feature,high-pass,phase-locking/PLV,2
method,feature,high-pass,spatial pattern,2
method,feature,high-pass,theta,1
method,feature,high-pass,topography,3
method,feature,high-pass,variance,6
method,feature,interpolation,ApEn,1
method,feature,interpolation,PSD,14
method,feature,interpolation,RMS,4
method,feature,interpolation,SampEn,1
method,feature,interpolation,alpha,7
method,feature,interpolation,amplitude,44
method,feature,interpolation,band power,20
method,feature,interpolation,beta,2
method,feature,interpolation,coherence,4
method,feature,interpolation,correlation,23
method,feature,interpolation,covariance,4
method,feature,interpolation,delta,2
method,feature,interpolation,duration,21
method,feature,interpolation,entropy,3
method,feature,interpolation,fractal dimension,1
method,feature,interpolation,gamma,2
method,feature,interpolation,latency,3
method,feature,interpolation,peak-to-peak,10
method,feature,interpolation,phase-locking/PLV,2
method,feature,interpolation,spatial pattern,1
method,feature,interpolation,theta,3
method,feature,interpolation,topography,15
method,feature,interpolation,variance,21
method,feature,kNN,ApEn,8
method,feature,kNN,PSD,35
method,feature,kNN,RMS,7
method,feature,kNN,SampEn,6
method,feature,kNN,alpha,5
method,feature,kNN,amplitude,12
method,feature,kNN,band power,21
method,feature,kNN,beta,5
method,feature,kNN,coherence,10
method,feature,kNN,correlation,28
method,feature,kNN,covariance,3
method,feature,kNN,delta,1
method,feature,kNN,duration,7
method,feature,kNN,entropy,36
method,feature,kNN,fractal dimension,12
method,feature,kNN,gamma,2
method,feature,kNN,latency,5
method,feature,kNN,peak-to-peak,4
method,feature,kNN,phase-locking/PLV,7
method,feature,kNN,spatial pattern,17
method,feature,kNN,theta,7
method,feature,kNN,topography,5
method,feature,kNN,variance,22
method,feature,low-pass,PSD,13
method,feature,low-pass,RMS,8
method,feature,low-pass,alpha,3
method,feature,low-pass,amplitude,35
method,feature,low-pass,band power,12
method,feature,low-pass,beta,3
method,feature,low-pass,coherence,6
method,feature,low-pass,correlation,17
method,feature,low-pass,covariance,2
method,feature,low-pass,delta,2
method,feature,low-pass,duration,15
method,feature,low-pass,entropy,7
method,feature,low-pass,fractal dimension,1
method,feature,low-pass,gamma,3
method,feature,low-pass,latency,5
method,feature,low-pass,peak-to-peak,3
method,feature,low-pass,phase-locking/PLV,1
method,feature,low-pass,spatial pattern,4
method,feature,low-pass,theta,2
method,feature,low-pass,topography,3
method,feature,low-pass,variance,10
method,feature,notch/band-stop,PSD,14
method,feature,notch/band-stop,RMS,6
method,feature,notch/band-stop,alpha,3
method,feature,notch/band-stop,amplitude,32
method,feature,notch/band-stop,band power,19
method,feature,notch/band-stop,beta,4
method,feature,notch/band-stop,coherence,2
method,feature,notch/band-stop,correlation,9
method,feature,notch/band-stop,covariance,2
method,feature,notch/band-stop,delta,3
method,feature,notch/band-stop,duration,13
method,feature,notch/band-stop,entropy,6
method,feature,notch/band-stop,fractal dimension,1
method,feature,notch/band-stop,gamma,6
method,feature,notch/band-stop,latency,3
method,feature,notch/band-stop,peak-to-peak,1
method,feature,notch/band-stop,spatial pattern,2
method,feature,notch/band-stop,theta,3
method,feature,notch/band-stop,topography,12
method,feature,notch/band-stop,variance,5
method,feature,reconstruction/imputation,ApEn,5
method,feature,reconstruction/imputation,PSD,34
method,feature,reconstruction/imputation,RMS,16
method,feature,reconstruction/imputation,SampEn,6
method,feature,reconstruction/imputation,alpha,12
method,feature,reconstruction/imputation,amplitude,65
method,feature,reconstruction/imputation,band power,22
method,feature,reconstruction/imputation,beta,5
method,feature,reconstruction/imputation,coherence,11
method,feature,reconstruction/imputation,correlation,61
method,feature,reconstruction/imputation,covariance,18
method,feature,reconstruction/imputation,delta,2
method,feature,reconstruction/imputation,duration,23
method,feature,reconstruction/imputation,entropy,23
method,feature,reconstruction/imputation,fractal dimension,2
method,feature,reconstruction/imputation,gamma,7
method,feature,reconstruction/imputation,latency,11
method,feature,reconstruction/imputation,peak-to-peak,2
method,feature,reconstruction/imputation,phase-locking/PLV,9
method,feature,reconstruction/imputation,spatial pattern,14
method,feature,reconstruction/imputation,theta,4
method,feature,reconstruction/imputation,topography,26
method,feature,reconstruction/imputation,variance,41
method,feature,regression/GLM,ApEn,2
method,feature,regression/GLM,PSD,43
method,feature,regression/GLM,RMS,15
method,feature,regression/GLM,SampEn,5
method,feature,regression/GLM,alpha,27
method,feature,regression/GLM,amplitude,69
method,feature,regression/GLM,band power,47
method,feature,regression/GLM,beta,13
method,feature,regression/GLM,coherence,10
method,feature,regression/GLM,correlation,108
method,feature,regression/GLM,covariance,17
method,feature,regression/GLM,delta,5
method,feature,regression/GLM,duration,37
method,feature,regression/GLM,entropy,30
method,feature,regression/GLM,fractal dimension,6
method,feature,regression/GLM,gamma,11
method,feature,regression/GLM,latency,16
method,feature,regression/GLM,peak-to-peak,4
method,feature,regression/GLM,phase-locking/PLV,6
method,feature,regression/GLM,spatial pattern,20
method,feature,regression/GLM,theta,11
method,feature,regression/GLM,topography,16
method,feature,regression/GLM,variance,54
method,feature,spectrogram/STFT,ApEn,5
method,feature,spectrogram/STFT,PSD,42
method,feature,spectrogram/STFT,RMS,7
method,feature,spectrogram/STFT,SampEn,2
method,feature,spectrogram/STFT,alpha,10
method,feature,spectrogram/STFT,amplitude,27
method,feature,spectrogram/STFT,band power,31
method,feature,spectrogram/STFT,beta,4
method,feature,spectrogram/STFT,coherence,6
method,feature,spectrogram/STFT,correlation,19
method,feature,spectrogram/STFT,covariance,4
method,feature,spectrogram/STFT,delta,3
method,feature,spectrogram/STFT,duration,15
method,feature,spectrogram/STFT,entropy,23
method,feature,spectrogram/STFT,fractal dimension,7
method,feature,spectrogram/STFT,gamma,3
method,feature,spectrogram/STFT,latency,7
method,feature,spectrogram/STFT,peak-to-peak,2
method,feature,spectrogram/STFT,phase-locking/PLV,6
method,feature,spectrogram/STFT,spatial pattern,21
method,feature,spectrogram/STFT,theta,2
method,feature,spectrogram/STFT,topography,6
method,feature,spectrogram/STFT,variance,16
method,feature,threshold,ApEn,8
method,feature,threshold,PSD,43
method,feature,threshold,RMS,17
method,feature,threshold,SampEn,14
method,feature,threshold,alpha,27
method,feature,threshold,amplitude,161
method,feature,threshold,band power,62
method,feature,threshold,beta,21
method,feature,threshold,coherence,16
method,feature,threshold,correlation,114
method,feature,threshold,covariance,15
method,feature,threshold,delta,6
method,feature,threshold,duration,73
method,feature,threshold,entropy,40
method,feature,threshold,fractal dimension,4
method,feature,threshold,gamma,8
method,feature,threshold,latency,31
method,feature,threshold,peak-to-peak,20
method,feature,threshold,phase-locking/PLV,9
method,feature,threshold,spatial pattern,10
method,feature,threshold,theta,14
method,feature,threshold,topography,38
method,feature,threshold,variance,58
method,feature,wavelet/DWT/CWT,ApEn,22
method,feature,wavelet/DWT/CWT,PSD,79
method,feature,wavelet/DWT/CWT,RMS,25
method,feature,wavelet/DWT/CWT,SampEn,36
method,feature,wavelet/DWT/CWT,alpha,8
method,feature,wavelet/DWT/CWT,amplitude,70
method,feature,wavelet/DWT/CWT,band power,66
method,feature,wavelet/DWT/CWT,beta,6
method,feature,wavelet/DWT/CWT,coherence,33
method,feature,wavelet/DWT/CWT,correlation,84
method,feature,wavelet/DWT/CWT,covariance,10
method,feature,wavelet/DWT/CWT,delta,7
method,feature,wavelet/DWT/CWT,duration,51
method,feature,wavelet/DWT/CWT,entropy,111
method,feature,wavelet/DWT/CWT,fractal dimension,24
method,feature,wavelet/DWT/CWT,gamma,15
method,feature,wavelet/DWT/CWT,latency,17
method,feature,wavelet/DWT/CWT,peak-to-peak,5
method,feature,wavelet/DWT/CWT,phase-locking/PLV,18
method,feature,wavelet/DWT/CWT,spatial pattern,51
method,feature,wavelet/DWT/CWT,theta,9
method,feature,wavelet/DWT/CWT,topography,17
method,feature,wavelet/DWT/CWT,variance,46
method,feature,z-score,PSD,12
method,feature,z-score,RMS,4
method,feature,z-score,SampEn,2
method,feature,z-score,alpha,5
method,feature,z-score,amplitude,22
method,feature,z-score,band power,13
method,feature,z-score,beta,5
method,feature,z-score,coherence,2
method,feature,z-score,correlation,19
method,feature,z-score,covariance,3
method,feature,z-score,duration,8
method,feature,z-score,entropy,7
method,feature,z-score,gamma,3
method,feature,z-score,latency,2
method,feature,z-score,peak-to-peak,1
method,feature,z-score,phase-locking/PLV,2
method,feature,z-score,spatial pattern,6
method,feature,z-score,theta,2
method,feature,z-score,topography,8
method,feature,z-score,variance,12
method,marker_artifact,ASR,Artifact label / class,2
method,marker_artifact,ASR,Bad channel / electrode contact,10
method,marker_artifact,ASR,Cardiac / ECG / BCG,5
method,marker_artifact,ASR,Line / mains noise,30
method,marker_artifact,ASR,Motion / head movement,22
method,marker_artifact,ASR,Muscle / EMG,21
method,marker_artifact,ASR,Ocular / blink / EOG,38
method,marker_artifact,ASR,Rejected epoch / segment,5
method,marker_artifact,ASR,TMS artifact,1
method,marker_artifact,ASR,fMRI gradient artifact,1
method,marker_artifact,CCA,Artifact label / class,1
method,marker_artifact,CCA,Bad channel / electrode contact,2
method,marker_artifact,CCA,Cardiac / ECG / BCG,15
method,marker_artifact,CCA,Drift / sweat / cable,1
method,marker_artifact,CCA,Line / mains noise,11
method,marker_artifact,CCA,Motion / head movement,17
method,marker_artifact,CCA,Muscle / EMG,58
method,marker_artifact,CCA,Ocular / blink / EOG,38
method,marker_artifact,CCA,Rejected epoch / segment,1
method,marker_artifact,CCA,fMRI gradient artifact,1
method,marker_artifact,CNN,Artifact label / class,3
method,marker_artifact,CNN,Bad channel / electrode contact,5
method,marker_artifact,CNN,Cardiac / ECG / BCG,35
method,marker_artifact,CNN,Line / mains noise,16
method,marker_artifact,CNN,Motion / head movement,7
method,marker_artifact,CNN,Muscle / EMG,40
method,marker_artifact,CNN,Ocular / blink / EOG,60
method,marker_artifact,CNN,Rejected epoch / segment,1
method,marker_artifact,CNN,TMS artifact,3
method,marker_artifact,CNN,fMRI gradient artifact,1
method,marker_artifact,EMD/EEMD,Artifact label / class,1
method,marker_artifact,EMD/EEMD,Bad channel / electrode contact,2
method,marker_artifact,EMD/EEMD,Cardiac / ECG / BCG,22
method,marker_artifact,EMD/EEMD,Drift / sweat / cable,2
method,marker_artifact,EMD/EEMD,Line / mains noise,11
method,marker_artifact,EMD/EEMD,Motion / head movement,9
method,marker_artifact,EMD/EEMD,Muscle / EMG,45
method,marker_artifact,EMD/EEMD,Ocular / blink / EOG,49
method,marker_artifact,FFT,Bad channel / electrode contact,3
method,marker_artifact,FFT,Cardiac / ECG / BCG,17
method,marker_artifact,FFT,Drift / sweat / cable,1
method,marker_artifact,FFT,Line / mains noise,10
method,marker_artifact,FFT,Motion / head movement,3
method,marker_artifact,FFT,Muscle / EMG,12
method,marker_artifact,FFT,Ocular / blink / EOG,16
method,marker_artifact,FFT,Rejected epoch / segment,1
method,marker_artifact,FIR,Bad channel / electrode contact,15
method,marker_artifact,FIR,Bad-channel label/list,1
method,marker_artifact,FIR,Cardiac / ECG / BCG,17
method,marker_artifact,FIR,Drift / sweat / cable,4
method,marker_artifact,FIR,Line / mains noise,55
method,marker_artifact,FIR,Motion / head movement,7
method,marker_artifact,FIR,Muscle / EMG,17
method,marker_artifact,FIR,Ocular / blink / EOG,35
method,marker_artifact,FIR,Rejected epoch / segment,2
method,marker_artifact,FIR,fMRI gradient artifact,4
method,marker_artifact,ICA,Artifact label / class,6
method,marker_artifact,ICA,Bad channel / electrode contact,52
method,marker_artifact,ICA,Cardiac / ECG / BCG,91
method,marker_artifact,ICA,Cochlear implant artifact,4
method,marker_artifact,ICA,Drift / sweat / cable,9
method,marker_artifact,ICA,IC/component label,15
method,marker_artifact,ICA,Line / mains noise,135
method,marker_artifact,ICA,Motion / head movement,117
method,marker_artifact,ICA,Muscle / EMG,201
method,marker_artifact,ICA,Ocular / blink / EOG,339
method,marker_artifact,ICA,Rejected epoch / segment,23
